,Object Number,Object ID,Object Name,Title,Artist Display Name,Object Date,Object Begin Date,Object End Date,X_pca_x,X_pca_y,X_mctsne_x,X_mctsne_y,X_umap_x,X_umap_y,brightness_avg,brightness_rms,brightness_avg_perceived,brightness_rms_perceived,brightness_perceived_avg
325,32.12,196910,Period room,Dining room from Lansdowne House,Joseph Rose|John Gilbert|John Devall & Co.|Robert Adam,1766–69,1766,1769,158.3740075648755,8.706569193533747,-1.879304632067874,10.245949035070748,1.7721578137385272,-1.880714670408966,104.18066843501326,111.31841065935203,105.24176816441766,112.56696449485615,105.64900308116327
326,33.165.1,197462,Coffeepot,Coffeepot,François Thomas Germain,1757,1757,1757,-111.83279132306649,28.736933875778654,4.705895018795497,-4.1196559915838975,-1.6395845996144913,-0.9710239938368388,141.73058564989782,145.4320947524768,141.82239833046202,145.54094927375212,141.835146398255
327,39.153,198556,Period room,Studiolo from the Ducal Palace in Gubbio,Giuliano da Maiano|Francesco di Giorgio Martini|Francesco di Giorgio Martini|Benedetto da Maiano,ca. 1478–82,1473,1487,294.63822059309166,-92.09449201897637,-10.00207387922463,14.557501070752753,1.8918964738681892,-2.4415410616497164,85.24583014881087,102.23461377905231,87.37368235363292,104.92535344634423,89.36638171733259
328,41.82,198715,Rolltop desk,Rolltop desk,David Roentgen|Januarius Zick|Thomas Chippendale,ca. 1776–79,1771,1784,-237.06013492070312,-256.6314020520699,13.966637073762522,-1.0894339569085838,-2.4962243751778117,-1.595931514480486,157.13751331481444,169.85052810586046,157.1612230505579,170.52797266968665,158.48057055112005
329,41.190.482,199003,Period room,Patio from the Castle of Vélez Blanco,,1506–15,1506,1515,156.15332341875174,22.300978021810177,-4.650781887106483,8.281256090001378,1.7802181504218784,-1.6067973420012902,107.70429130938932,114.52651288790813,109.37787689433476,116.24590434127497,109.58715305291824
330,44.14.2,199404,Ewer,Ewer,,"porcelain 1573–1620, mounts ca. 1585",1573,1620,-208.9321831418319,-1.027109015774503,8.674113858158968,-10.683744455097822,-3.296376821460098,-2.134337430476335,153.22029968204893,157.06473730763884,153.92064068748948,157.86280861528263,154.22922133899826
331,"44.21a, b",199410,Model,Model for a Proposed Monument to Commemorate the Invention of the Balloon,Clodion (Claude Michel),ca. 1784,1779,1789,-139.2455756008652,-29.19967099298313,10.68193913463961,-8.722287721838345,-3.03410288611254,-0.7847143708401838,143.40121898779142,150.01707451695094,143.46928088005134,150.4066030001839,143.89550596826425
332,45.128.5,199674,Relief,The Holy Family with Saints Anne and Joachim,Diego de Pesquera,1567–68,1567,1568,442.35519940219604,172.4199948803148,-12.05294595603517,20.286889336253225,4.618625957930618,-2.7587861980627917,67.22660768012297,85.1777284763256,68.80555896639103,87.2804615225334,69.00530374621289
333,46.43.4,199708,Hanging,Seasons and Elements (Air) (set of four),"Charles Le Brun|Jean Lemoyen le Lorrain|Convent of Saint Joseph-de-la-Providence, Paris|Marquise de Montespan",ca. 1683,1678,1688,162.1823011372712,95.48546415864935,-5.545644900370073,11.539204719313197,2.352785077492848,-2.078957113696349,110.74266154506532,118.79026077599816,113.35846457209554,122.28495826248577,114.57256351521377
334,46.85.30,199737,Bowl,Bowl with The Virgin and the Unicorn and arms of Matthias Corvinus and Beatrice of Aragon,,probably ca. 1486–88,1481,1493,286.47013918014414,103.08087270447722,1.1523352618526674,14.121891686251443,1.5764495985041516,-0.5501412018539164,85.86428151507516,99.79300151357106,86.26243246982027,100.6018570277652,86.59499975488455
335,50.145.66,200668,Bust,Sabine Houdon (1787–1836),Jean Antoine Houdon,1788,1788,1788,131.9721078218692,111.67644306554178,2.833231413817446,13.378774057813361,0.9724846970016277,-0.4639036244267407,107.2490624714168,116.13285837318672,107.66291319444522,116.5613795304936,107.69746753329214
336,53.225.52,201633,Platter,Platter,Bernard Palissy,last quarter 16th century,1575,1599,-39.72796442461203,-137.67596193588352,7.969338800877193,1.6803720763288021,-1.1693692180337203,-2.2116488543541584,130.54652337279302,138.91983372544712,131.45108810654725,139.91438068446428,131.7772178996429
337,55.93,201862,Statuette,Paris,Antico (Pier Jacopo Alari Bonacolsi),ca. 1500–1505,1495,1510,-380.99289260587926,13.098439409364591,7.975850261864522,-16.57925426496216,-4.73493138311629,-2.8115548537774746,180.2174878855761,187.38582860838457,180.275314668628,187.45189992050112,180.30854418455277
338,56.105,201895,Bust,"Madame de Wailly, née Adélaïde-Flore Belleville (1765–1838)",Augustin Pajou,1789,1789,1789,218.39201703556606,135.13677982861995,2.8560890604562195,13.762293105616747,1.2669077865075242,-0.4611919033534981,96.77177081478288,108.5718199608193,97.30969231874427,109.10673933619566,97.34720368665214
339,58.57a–d,202115,Table,The Farnese Table,Jacopo [Giacomo] Barozzi da Vignola|Guglielmo della Porta|Giovanni Mynardo (Jean Ménard),ca. 1565–73,1560,1573,114.10466212556896,174.65601017304914,5.168968106962215,10.85270965301334,0.7655827314664929,-1.0841670737950022,114.04387999314882,127.94570124427703,115.33584554810876,129.14624972347474,115.49804809615489
340,58.75.25,202141,Armchair,Armchair (Fauteuil à la reine) (one of a pair) (part of a set),Joseph-François-Xavier Baudoin|Georges Jacob,ca. 1780–85,1775,1790,-144.96158589868543,-54.25672529706929,4.606761094751474,-6.488000193086831,-2.3673185354702078,-2.692122224995169,145.87924470199602,150.01939084093723,146.13303224518174,150.43683855668047,146.44412927407708
341,58.75.88a–c,202192,Potpourri vase,Potpourri vase (pot-pourri gondole),Jean-Claude Duplessis|Sèvres Manufactory|Charles Nicolas Dodin,1757,1757,1757,-22.214814506182904,15.562315953474872,4.637338308206359,-1.5765619867355152,-1.2071946268210334,-0.6884415676518267,129.03619321291734,132.39271927713793,129.62223997162684,133.28041782424074,130.18327994510514
342,62.55,202614,Statue,Winter,Jean Antoine Houdon,1787,1787,1787,-115.68566408112848,-10.165102100962867,10.664219526547498,-10.820013616036007,-3.4211711653255175,-0.7935044616607351,139.570144414972,146.55447376478276,139.7186782038627,146.63573028334773,139.7206317723979
343,63.4,202718,Statue,Saint John the Baptist,Juan Martínez Montañés,ca. 1620–30,1615,1635,7.1595948771818,-160.86181163257234,7.151341256858493,-2.7324179968615305,-1.0506595560067955,-1.3751283947415243,119.67645023642025,129.7236984468256,119.69412478759375,129.90997145521504,120.00289057856114
344,63.228.1,202996,Period room,Boiserie from the Hôtel de Varengeville,,"ca. 1736–52, with later additions",1731,1757,389.8642894757474,-7.748951379465497,-8.960746337508795,18.672535173431882,4.230643870117503,-2.230357814493246,70.79759114583334,82.16287661876764,72.0562044963826,83.51638390900901,72.37599005761328
345,64.79,203008,Medal cabinet,Medal cabinet,John Cobb|William Vile,1760–61,1760,1761,-169.42252179175605,-250.93370725329615,13.187975539551033,-7.539118032252996,-3.1522849271122277,-1.4041668564033714,142.54563962957792,156.19661528341354,142.44562888703518,156.4350518929417,142.9006517825893
346,65.47,204533,Plate,Plate,"Imperial Porcelain Manufactory, St. Petersburg",1755–60,1755,1760,-111.99676644617054,95.65584251923363,2.320793843789764,-4.8399260066572305,-2.2087820323968153,-2.3886432241786313,143.71963096103482,149.87210286531294,144.21306564326173,150.7174432745707,144.49460452045344
347,67.110.1,204758,Statue,Perseus with the Head of Medusa,Antonio Canova|Count Jan and Countess Valeria Tarnowski,1804–6,1804,1806,389.30241693920203,6.249476596371304,-2.7469358177793315,19.351160606302464,3.5541229108775902,-1.537984714440281,68.43673179661523,77.08180027703374,68.60863338928664,77.30218425690202,68.64767198384136
348,67.197,204804,Group,La Crainte des Traits de l'Amour,Jean-Louis Lemoyne,1739–40,1739,1740,-44.91808257745799,77.67603959948552,-9.955146174051063,-5.78524742356009,-1.120762814942041,-0.012142044083866458,131.35254536290321,140.18814825184853,131.77025157707516,140.68172499334025,131.85228769799804
349,67.25,204812,Group,Ugolino and His Sons,Jean-Baptiste Carpeaux,1865–67,1865,1867,102.82272557712481,129.608283756232,4.578084841550673,2.415377246000969,-0.5687307808799115,-0.840081276919182,111.93971962616823,121.77562110340239,112.27698269162184,122.12454299888665,112.32471081331099
350,68.141.81a–f,204896,"Teakettle, lamp, and table","Teakettle, lamp, and table",Simon Pantin I,1724–25,1724,1725,-526.5768212748077,137.18229490681898,5.88188614211346,-22.858494815132573,-6.243788620214485,-3.5406410355953164,203.79257783373467,204.53530588691032,203.942331082253,204.68355394978477,203.9482231776803
351,69.113,205116,Relief,Virgin and Child,Andrea della Robbia,ca. 1470–75,1465,1480,-146.34721508403356,76.68153956272799,1.8120657712598685,-5.504717391531893,-2.245920305797195,-2.3785961277697067,146.50761716277947,151.7841455209121,146.6366402884934,151.9188993622854,146.80707945437263
352,1970.230.4,205250,Cooler,Wine-bottle cooler (seau à bouteille),Vincennes Manufactory|Jean-Claude Duplessis,1754,1754,1754,-180.0207981867601,-10.847813764871102,2.2904159024655346,-6.884048255290634,-2.502298316349454,-2.815903751313176,149.57570221511762,155.56752370309664,150.18459485364497,156.66779478713354,151.56046782924673
353,1971.158.1,205351,Wall fountain,Wall fountain,Simone Mosca,1527–34,1527,1534,20.15987339663379,-184.62148648759427,-1.3661532031306354,3.7048491176068024,0.00460729899407076,-2.3131193997935147,119.34009357500737,132.62336773813036,120.27782041661982,133.67432442724294,120.29891858759387
354,1972.276.1,205485,Period room,"Boiserie from the Hôtel de Cabris, Grasse",,"ca. 1774, with later additions",1769,1779,116.5853396553806,-12.10015845166387,-2.4619805663228544,8.484246196249343,1.2316101662257037,-2.234038993585866,110.09036085983854,119.33322057986337,111.0421841085637,120.43970145145141,111.41763155990768
355,1973.315.1,205526,Writing table,Writing table (bureau plat),Gilles Joubert,1759,1759,1759,-272.54155981503845,-0.693075449487512,4.93341054702055,-13.762718623336093,-4.5010859723806576,-2.607966487123849,165.9669606043606,171.05697483881116,166.24509989861795,171.63625494859133,166.73214803658476
356,1974.356.524,206045,Figure,Harlequina,Franz Anton Bustelli|Nymphenburg Porcelain Manufactory,ca. 1763,1758,1768,21.92196080010492,89.29442653974904,2.9597776657480193,1.1913282360433823,-0.4938377603618772,-0.7316704469577127,122.5365643719149,128.13912863985033,122.60354945402186,128.3469398810162,122.78491448138652
357,1976.92,206399,Group,Bacchanal: A Faun Teased by Children,Gian Lorenzo Bernini|Pietro Bernini,ca. 1616–17,1611,1622,150.89612171093756,97.12074508592168,2.172689722628752,12.250569933730704,0.7584394276692707,-0.528503107732423,106.05958258210069,113.46125220533902,106.58238697974048,114.2014879465774,106.75020619109125
358,1976.155.110,206499,Desk,Drop-front desk (secrétaire à abattant or secrétaire en cabinet),Martin Carlin|Edme François Bouillat père|Sèvres Manufactory,ca. 1776,1771,1781,-38.75390879181368,-16.07789578574266,4.019084024297646,-3.5680020563077885,-1.2362372661083703,-1.3572725842904392,132.80471851010762,139.18492841853,133.21799394238977,140.00252817260665,133.85886282663418
359,1977.1.11,206587,Rosewater ewer,Rosewater ewer,Johann Erhard Heiglen,ca. 1730,1725,1735,-97.85748394687414,-29.45694592196009,9.101788013728562,-8.956039043940027,-3.0817424628635357,-0.9122365919685765,140.02275910756507,143.66262643695063,140.57006275275876,144.42721006585663,140.95690039318032
360,1982.45,206918,Statuette,Pan,"Andrea Briosco, called Riccio",ca. 1510–20,1505,1525,-478.34978458001467,29.22904443434182,8.537359111308612,-18.478464182236486,-5.209240672665,-2.7270279476246855,193.7331855673849,201.17820588803073,194.2228407430823,201.6127548193658,194.2392629227466
361,1982.60.61,206976,Mechanical table,Mechanical table,"Jean-François Oeben|Roger Vandercruse, called Lacroix",ca. 1761–63,1756,1768,-233.00240353252582,-52.32985041398135,4.88623510789038,-11.695617339506185,-3.4060778488696717,-1.5817080074487595,160.02474160797584,166.95872582199755,160.11549375042134,167.36408964142413,160.650053808574
362,1982.60.81,206989,Commode à vantaux,Commode à vantaux,David Roentgen|Januarius Zick|Elie Gervais|Pierre Rémond,ca. 1775–79 with later alterations,1770,1784,35.648668860734915,-155.7973391502102,-4.222649519670718,3.3380242295081928,-1.4526941970239526,-1.8022335791034896,124.60437965204915,131.86134088377227,126.09441459197683,134.19130662151494,127.59031271394021
363,1982.60.82,206990,Commode,Commode,André Charles Boulle,ca. 1710–20,1705,1725,-91.99719978802369,-144.0144385147583,8.431167196707426,-5.105452536380612,-2.5716371981189314,-0.7981964946611528,138.01017581746908,147.72539488391334,138.41940487551335,148.22200329950428,138.68075445610182
364,1982.60.129,207032,Statuette group,Hercules and Achelous,Master of the Martyrdom of St. Sebastian,probably mid-17th century,1630,1665,170.10512676110613,70.26653802868384,2.1019010981176995,13.085981234813852,0.827528575470686,-0.35036608689866305,103.30532097365288,109.29597360037583,103.65939777328792,109.95741810542873,103.9044429768758
365,1983.356,207394,Fountain statuette,Sprite,Donatello,ca. 1432,1427,1437,-163.86273821694766,39.79768478747292,8.21836889523951,-9.764402117588,-3.0793439934718316,-0.7433688486426678,149.53845052083332,153.00496838848895,149.64393336622535,153.21522156514936,149.8033319204434
366,1986.365.3,207667,Desk with folding top,Small desk with folding top (bureau brisé),Alexandre-Jean Oppenordt|Jean Berain,ca. 1685,1680,1690,-103.62516102222675,-204.5494417318017,12.274700652827901,-0.9896811715300581,-2.3169304587961292,-1.4393415001420222,136.74664135417424,147.24143941559961,136.8147093848705,147.4394487719223,137.12930368379193
367,1988.164,207754,Spoon holder,Spoon holder,Hukin & Heath|Christopher Dresser,ca. 1878–81,1873,1886,-24.19628135617508,6.963800492998843,2.592239215568273,-1.770793832286988,-1.0394606972282368,-1.6202977976888666,127.69240881476699,130.8941470979602,127.86870301453169,131.074013486703,127.88421153220605
368,1989.197,207797,Cabinet,Cabinet,Charles-Guillaume Diehl|Emmanuel Frémiet|Jean Brandely,1867,1867,1867,-94.16328820209043,-241.70289341069213,13.839201470818022,-4.139072895441751,-2.4654924324079586,-1.838506499201551,135.20288692862871,151.70582642752893,135.67491459921132,152.8496274846798,136.99390172832162
369,1993.332.2,208149,Bust,"Ferdinando de' Medici (1663–1713), Grand Prince of Tuscany",Giovanni Battista Foggini,ca. 1680–82,1675,1687,190.3090580014962,110.13678601872073,2.921854968000195,13.014151993558528,1.2306787314539542,-0.7029195063299827,99.8193795430945,109.02218870396383,100.3436795816634,109.69593876538883,100.48411826872318
370,"1995.371a, b",208523,Cabinet on stand,Cabinet on stand,Jan van Mekeren,ca. 1700–1710,1695,1715,-98.16988012689218,-271.2149963012122,13.79330911569164,-1.090608690286484,-2.4097939230780883,-1.609433510080707,137.1112126056177,155.2728579217506,137.2728243022205,155.94845439454733,138.57423676926632
371,1996.287,208555,Chalice,Chalice à soleil,,1532–33,1532,1533,-331.39200665070405,-8.19567652864903,12.09983016714826,-15.687213341799028,-4.57128610657553,-2.0323156845611003,174.50528747343088,177.3033282469866,175.06789193688576,177.94218932245911,175.38751606505681
372,1988.294.1,208816,Figure,Lion (one of a pair),Meissen Manufactory|Johann Gottlieb Kirchner,ca. 1732,1727,1737,187.409331615746,70.08020764720743,1.5444183397504334,13.515965617401447,1.1510887915174195,-0.39470594648877044,99.29423967158704,104.32614778498525,99.49588584299494,104.58354630993368,99.51427510429976
373,43.77.2,209028,Monteith,Monteith with arms of Gibbs and Nelthorpe,,1700,1700,1700,389.6917759714568,29.896123211434773,0.45495435448949617,23.81758057529959,4.552153165492967,-0.3937185707914729,67.85009192000717,92.08046274880506,68.58345607130896,92.97351165288981,68.6480057200247
374,49.7.108,209063,Plaque,"Henri d'Albret (1503–55), King of Navarre",Léonard Limosin,1556,1556,1556,121.29083535738144,-378.3958696442004,-7.029627724072445,2.642900486698656,-1.8113121486363224,-1.7589224103382117,97.82848151514803,129.2667834105374,98.57191713025227,129.99605898978186,100.14858549498611
375,1974.356.120a,209104,Settee,Settee (one of a pair) (part of a set),Johann Michael Bauer,ca. 1763–64,1758,1769,-68.26604480343083,-26.343375019832237,6.046712134974802,-3.9828709949805945,-1.568892051878227,-1.0205016374969726,136.81028075705737,141.3067680341024,137.1654075265888,141.93797255100804,137.56825272829585
376,58.75.1–.22,209329,Period room,Tapestry Room from Croome Court,Joseph Rose|François Boucher|Manufacture Nationale des Gobelins|Maurice Jacques|Louis Tessier|John Mayhew|William Ince|Jacques Neilson|Jacques Germain Soufflot|Joseph Wilton|John Wildsmith|Thomas Blockley|Sefferin Alken|Peter Langlois|John Hobcraft|Ince and Mayhew|Robert Adam,1763–71,1763,1771,145.76725427651212,59.03201903461771,-5.37105099002599,8.363367246722479,2.0365790708601255,-2.3946134422279988,105.26221592400147,115.28493079120565,105.87064617355756,116.79534305161998,107.25422998390786
377,2002.115,211383,Center table,Center table,"Imperial Armory, Tula (south of Moscow), Russia",ca. 1780–85,1775,1790,-76.60805953725755,34.464647103923205,4.177071915935365,-3.3164399873441277,-1.48407829051083,-0.9040655855123735,136.8497172531564,138.95941336199704,136.9770629594913,139.16516774070834,137.0717501229691
378,2002.468,211486,Bust,Marsyas,Balthasar Permoser,ca. 1680–85,1675,1690,208.48175005037103,71.65395294888033,2.8325403466384924,13.340130433981953,1.1975933349186056,-0.5467058308418276,95.98439418507652,104.39388480245678,96.44158014058083,104.93130161508826,96.51827985837645
379,1998.205,230011,Tapestry,The Triumph of Fame,,ca. 1502–4,1497,1509,215.13095101745287,44.84244066430045,-3.1702864546830103,10.868777476942643,2.0262528584271227,-2.0255810443716613,96.07915304957278,108.92582297877641,96.8474438817859,110.93129418241149,98.58222590299526
380,2005.364.1a–d–.48,231564,Toilet set in case,Toilet set in original leather case,Fourteen identified German (Augsburg) goldsmiths and other German artisans; Japanese (Imari) porcelain maker,ca. 1743–45,1738,1750,-167.13221332963272,-144.9313444255091,3.1037366681560523,-8.587293489822468,-2.3451201893964204,-2.6521247462157165,148.9093053343949,162.01627454842603,149.36595632147393,162.79961458106354,150.0080697504259
381,"2006.519a, b",231667,Wall hanging panels,Verdures du Vatican (set of two),Jean Démosthène Dugourc|Camille Pernon,ca. 1799,1794,1804,-33.02674956179012,16.301336450104845,0.76096016621961,-2.021763124438802,-1.501398194426653,-2.1194854531544545,131.24116990087953,138.1846977052189,131.8574616014904,138.99782263673174,132.16156408632003
382,2006.452a–c,232119,Casket,Casket,Michel Redlin,ca. 1680,1675,1685,-403.17551074565296,-189.8456691686514,-2.7544227743867427,-21.05603696750482,-4.647926422042224,-0.9852802798134207,180.60950491307634,190.11493787931101,180.26036634741675,190.88025444987215,182.00271553039514
383,2009.58,236643,Oil lamp,The Rothschild Lamp,"Andrea Briosco, called Riccio",ca. 1510–20,1505,1525,-271.1714700431245,-47.34341643196277,10.485147499808608,-14.718513767726778,-4.033488487482865,-1.5950432300532535,161.9737496850592,171.58476578024812,162.26933639800106,171.8176194659115,162.28259740232215
384,2010.24,236688,Bust,A Hypocrite and a Slanderer,Franz Xaver Messerschmidt,ca. 1770–83,1765,1788,-252.7575564653882,-108.420172108053,10.884564498102776,-13.388185241004226,-3.4771391735928123,-0.364458880966892,158.76633872412907,168.59221845873253,159.34228080156237,169.09111968005658,159.36109343919614
385,2009.28,236691,Tapestry,Hunters in a Landscape,Anonymous|Jost Amman|Anonymous Flemish weavers,ca. 1575–95,1570,1600,105.11407184405591,-96.2060860320902,-7.399185865996871,4.857682334357897,1.8044802563636524,-3.310367826179982,112.09536011080333,120.53850630719664,112.98661172523967,121.53725700081947,113.31008968856916
386,70.1,239584,"Sarcophagus, garland",Marble sarcophagus with garlands,,ca. A.D. 200–225,200,225,-17.485253087294378,47.52640448437752,2.025099379951656,-0.8072970852868725,-1.1520308337660485,-1.7356515309146245,130.3122285852147,133.7047918014218,130.77993038527313,134.26948625803522,130.90946975557014
387,74.51.2453,242006,"Sarcophagus, Amathus",Limestone sarcophagus: the Amathus sarcophagus,,2nd quarter of the 5th century B.C.,-475,-450,130.22132238770163,121.53203435013863,4.28351881488596,10.021190609863904,0.3622053942746952,-0.9004501713958865,111.5576923076923,118.39741715196739,112.48442877483757,119.645614617687,112.76196565814232
388,74.51.2455,242008,Statue of Herakles,Limestone Herakles,,ca. 530–520 B.C.,-530,-520,370.1949307531692,95.57954176027111,1.4645963523723988,19.130638815277262,3.1332162872202773,-0.5276314194938632,73.99774383365346,83.9677628662829,74.13099347964672,84.24191392736874,74.20652924134285
389,74.51.2857,242408,Head of a bearded man,Limestone head of a bearded man,,early 6th century B.C.,-599,-550,314.6190536937943,187.08443770084006,3.4742766544469443,17.862027894200846,2.601566992591136,-0.5572318413308605,84.03603208981254,95.33330080151367,84.28326019325989,95.8215234167857,84.34475850852432
390,74.51.4554,243823,Bowl,Silver-gilt bowl,,ca. 725–675 B.C.,-725,-675,243.8275396811393,173.45333911019415,4.030921957800242,15.677511015851653,2.170844730617257,-0.7602563939835707,96.9964184826473,104.68040988141259,97.91701806806019,106.04915113918295,98.12860850548424
391,81.10.224,245376,"Amphoriskos, Ennion",Glass hexagonal amphoriskos,,1st half of 1st century A.D.,1,50,-247.68521014494922,-113.3109104307655,10.915802238915559,-13.415284309409946,-3.5165148300658675,-0.3795236359789067,154.57707772914304,163.60649285930594,154.47506635928457,163.74691907546318,155.06531586047512
392,91.1.1402,245787,Bowl,Glass garland bowl,,late 1st century B.C.,-30,-1,-371.305207666183,-227.41296568857825,-1.4749969918417036,-23.079583441375036,-5.083522308739891,-1.7290610086657294,175.9128931413414,190.12242827214124,176.0334352531417,190.55396704422154,176.7552135845773
393,03.14.4,247008,Wall painting,Wall painting from the west wall of Room L of the Villa of P. Fannius Synistor at Boscoreale,,ca. 50–40 B.C.,-50,-40,38.31312517832661,32.72536857007098,-0.1358707565209814,0.43710902906027305,-0.5614528659855479,-2.860700006599395,123.28809805464503,126.50255817165824,124.26558845940133,127.78146890761782,124.54829130574016
394,03.14.5,247009,Wall painting,Wall painting from Room H of the Villa of P. Fannius Synistor at Boscoreale,,ca. 50–40 B.C.,-50,-40,62.24485055859188,87.82444254920769,-0.86004838430962,0.6592231936659152,-0.42418952265889026,-3.0074560172398574,118.87361980548188,122.2425360350021,119.43379841629485,123.25164095739831,120.0085093666512
395,03.14.13a–g,247017,Cubiculum (bedroom) from the Villa of P. Fannius Synistor,Cubiculum (bedroom) from the Villa of P. Fannius Synistor at Boscoreale,,ca. 50–40 B.C.,-50,-40,-14.723022158399202,71.83133062805064,-8.915656651825419,-2.384724195598817,-0.7029110694646876,-0.28383363215390445,133.94033183565205,142.30292946612076,134.82174603754754,143.36213095764307,135.10302292813844
396,03.23.1,247020,Chariot,Bronze chariot inlaid with ivory,,2nd quarter of the 6th century B.C.,-575,-525,-142.19030810442828,-29.289355846582477,6.215810629306297,-7.26822487558479,-2.638058907648743,-0.651086965035884,144.98329134435036,149.32678438693736,145.12249489768635,149.438707996916,145.16399175408745
397,5.3,247117,Statue of Emperor Trebonianus Gallus,Bronze statue of the emperor Trebonianus Gallus,,A.D. 251–253,251,253,-274.4230487602396,4.032861538902753,8.435836797415652,-13.423522803637843,-3.898776438810245,-1.519558110052933,163.5833847476957,170.5149064568411,163.78633494933862,170.6406539117495,163.80365082577464
398,6.311,247173,Statue of Eirene,Marble statue of Eirene (the personification of peace),Kephisodotos,ca. A.D. 14–68,10,70,367.65106329811914,108.90649444356146,2.2014802306151915,18.790994562835692,3.006111033018257,-0.6754993589476611,74.75794367893984,87.73609797904,75.00286939489007,88.13359507438487,75.08620097363884
399,"07.286.36a, b",247916,Pyxis,Terracotta pyxis (box),Penthesilea Painter,ca. 465–460 B.C.,-465,-450,-17.32267101510624,24.670389963323213,-12.741399120597917,-4.082890969541979,-0.789555444181,0.21112603885604986,128.44197723623395,139.816344266084,128.42227133005096,139.9516440297336,128.65994448728966
400,07.286.84,247964,Volute-krater,Terracotta volute-krater (bowl for mixing wine and water),Painter of the Woolly Satyrs,ca. 450 B.C.,-450,-450,-250.7934045046466,-351.0071142728523,-5.667086504445763,-21.753931625867786,-4.631468455315067,-0.5390281403269498,155.57164438667064,179.8319650421508,155.43708677391,180.47160746878703,156.86743869216616
401,07.286.87,247967,Statuette of a diskos-thrower,Bronze diskos thrower,,ca. 480–460 B.C.,-480,-460,-605.3877391883967,36.185020875817806,8.262820806354137,-23.06473611455544,-6.290431961240354,-2.972755523405445,212.17005413818205,217.77810094056358,212.35609597523026,217.95399642650352,212.36509059917876
402,07.286.115,247993,Portrait head of the Emperor Augustus,Marble portrait of the emperor Augustus,,ca. A.D. 14–37,14,37,472.77179453536894,154.79377992304475,3.06355832772818,19.97386308396916,2.9778670816254,-0.7693017657005802,60.24953370012466,77.19899165559858,60.66079120678894,78.10184916081751,60.85805817996184
403,9.39,248132,Statue of an old market woman,Marble statue of an old woman,,A.D. 14–68,14,68,-165.99671343342814,70.89662343813904,2.092183657333945,-6.117033225315039,-2.7328166000730216,-2.554991822090931,150.95460815047022,153.19810447224717,151.20190734346335,153.56829175146706,151.34043715350748
404,09.221.3,248140,Statue of a lion,Marble statue of a lion,,ca. 400–390 B.C.,-400,-390,220.16315274038254,82.91293209616488,-1.7598373764856026,11.08147620148354,1.5910892914311514,-1.61831018348729,93.35612851501531,102.30819882660462,93.61964044435179,102.62796501044087,93.70382165328748
405,10.142.1,248268,Head of a goddess,Marble head of a goddess,,4th century B.C.,-399,-300,-208.0023463130799,-73.32247488095494,5.11366497163415,-8.762451507549219,-3.5682552917336645,-1.092743596194947,154.36826740903993,164.16969957616556,154.80976662345662,164.68173941394215,155.05434554577275
406,10.231.1,248466,"Statuette of philosopher on lamp stand, Hermarchos ?",Bronze statuette of a philosopher on a lamp stand,,late 1st century B.C.,-25,-1,581.3088007538785,-2.607923248171203,-3.1734151699574946,25.915143813716842,5.2254062016488,-0.716643979283214,39.42240676345708,47.203021316795606,39.758965058210634,47.69703956881768,39.90783719711023
407,11.100.2,248483,Grave stele with a family group,Marble grave stele with a family group,,ca. 360 B.C.,-360,-360,-57.93109073509724,272.34455666073904,-3.594988959267938,-8.98573397658765,-2.9689364363567785,-2.978592324789914,140.66343531740097,150.8944051336898,141.29026184172008,151.63233093002728,141.47641864523135
408,11.141,248499,Grave stele of a little girl,Marble stele (grave marker) of a young girl,,ca. 440–425 B.C.,-440,-425,203.18392459548087,260.56391717682567,4.723787381039078,16.074598923771454,2.102593237448618,-0.6727330058550122,102.6025528272239,115.24113161644436,103.25387157390253,116.13760883153378,103.37202808945366
409,11.210.2,248579,Head of an athlete,Marble head of an athlete,,ca. A.D. 138–192,100,199,241.09397894932437,160.73775685828593,3.697930707597608,16.279856278933053,2.311019574470277,-0.7359755595328775,94.78874173422498,104.30284497710467,95.20514786377666,104.94916473421777,95.29021922396151
410,12.159,248644,"Lekythos, funerary",Marble funerary lekythos,,ca. 375–350 B.C.,-375,-350,364.46331920435904,81.37466117355659,-3.556558341735203,17.497224528492787,3.0550394373837126,-1.3211175492455272,73.58658361026276,81.76025946128843,73.79577011934418,82.09526996377122,73.84921974412028
411,12.229.24,248696,Ornament in the form of a griffin/rosette,Gold rosette with the head of a griffin,,ca. 630–620 B.C.,-630,-620,-413.7740853649222,-11.134155522056021,6.4724088018256145,-19.688004204262175,-5.206297829437461,-2.448651478177699,184.398935500126,188.23929124844074,184.48056493153317,188.34016827368637,184.5817435603578
412,14.37,248851,Portrait bust of the Emperor Caligula,"Marble portrait bust of the emperor Gaius, known as Caligula",,A.D. 37–41,37,41,425.56878407567353,237.73200736572565,3.798336968315736,18.74194352447841,2.7638318884724833,-0.508214409304341,68.02920572916666,90.63352984282821,68.38851026344923,91.01497414609919,68.41471207595166
413,14.104.1,248876,"Seal, lentoid",Agate Lentoid,,ca. 1450–1400 B.C.,-1450,-1400,-583.1100747900804,-154.16687420491616,-1.6096313610308448,-23.19676360307934,-5.203229615506476,-1.8347791408656817,205.92177449976413,213.6208979162772,205.7323035233355,213.5672576074467,205.83182585608407
